English,Kokborok
"But the number of bricks which they made heretofore you shall lay upon them, you shall by no means lessen it; for they are idle; therefore they cry, ‘Let us go and offer sacrifice to our God.’","Tamo khe bórok swkango takma swkno tabukbo ma taknai hwnwi saui rw di, nwng kisabo khái klaiwi man glak. Bórok seler gwja; aboni bagwino bórok ‘Chwngno chini Kaitorno ratharwi barokna thángna rw di’ hwnwi chirik lai-o."
Let heavier work be laid upon the men that they may labor at it and pay no regard to lying words.”,Bórokno teibo tang rwna bagwi samung kwrak boksinwi rw di tei bórok tatal samarokno khunju ta kái di.”
"So the taskmasters and the foremen of the people went out and said to the people, “Thus says Pharaoh, ‘I will not give you straw.","Hakhe samung tang rwnai bokhorokrok tei haba sonairok thángwi bórokno hai hwnwi saui kha, “Pharao hai hwnwi sa-o, ‘Ang norokno chwkap rw glak."
"Go yourselves, get your straw wherever you can find it; but your work will not be lessened in the least.’ ”","Norokno buro mannai norokni nangma chwkaprok naituk lai tubu di, hai phano norokni samungrok le khái klaijak glak.’ ”"
"So the people were scattered abroad throughout all the land of Egypt, to gather stubble for straw.",Hakhe bororok chwkap thumna bagwi Ijip ha gwnangwi pírjagwi tháng lai kha.
"The taskmasters were urgent, saying, “Complete your work, your daily task, as when there was straw.”","Samung tang rwnai bokhorokrok belai khe nangjagwi hai hwnwi dagiui sa kha, “Norok doui’-no samung ma páinai, salsani samung salsa’-ono; swkango chwkap tong phuru pái tẃi kheno ma páinai.”"
"And the foremen of the people of Israel, whom Pharaoh's taskmasters had set over them, were beaten, and were asked, “Why have you not done all your task of making bricks today, as hitherto?”","Tei Israilni haba sonai barja berjakrokno, Ijipni samungo samung tang rwnai bokhorokrok bórokno bú lai kha. “Tamo swkango it tak laima swk tabuk tak lai ya?” hwnwi kul lai kha."
"Then the foremen of the people of Israel came and cried to Pharaoh, “Why do you deal thus with your servants?","Hakhe Israilni haba sonairok Pharaoni thani phaiwi hai hwnwi sa lai kha, “Nwng tamo nini selengrok bai ahai samung khlai lang?"
"No straw is given to your servants, yet they say to us, ‘Make bricks!’ And behold, your servants are beaten; but the fault is in your own people.”","Nini selengrokno chwkap se rwjak ya, hai phano bórok chwngno it tak lai di hwnwi sa-o. ‘Nai di, nini selengrok bujak bai kha; tamo khe cha ya le nini sakni bororok se cha ya.’ ”"
"But he said, “You are idle, you are idle; therefore you say, ‘Let us go and sacrifice to the Lord.’","Tamo khe habugra hai hwnwi sa kha, “Norok seler gwja samung tangna nai lai ya; abo bai’-no norok, ‘Tho him di,’ Subraiyungni thani ratharwi barok lainai hwnwi sa lai-o."
"Go now, and work; for no straw shall be given you, yet you shall deliver the same number of bricks.”","Tháng di samung tang lai di, norokno chwkap rwjak glak, hai phano swkango takma swkno it ma tak lainai.”"
"The foremen of the people of Israel saw that they were in evil plight, when they said, “You shall by no means lessen your daily number of bricks.”","Israilni haba daginairok nuk kha, bórok bejua-o klai laijak, tamni hwn khe, “Norok sal brúm it takmani slái kisabo khái klai man glak,” hwnwi sajak kha."
"They met Moses and Aaron, who were waiting for them, as they came forth from Pharaoh;","Bórok Pharaoni aroni ongkhorwi phai khe naising lai tongnai Musi bai Aronno hai hwnwi sa lai kha, “Subraiyung norok tamo samung khlai kha nuk kha."
"and they said to them, “The Lord look upon you and judge, because you have made us offensive in the sight of Pharaoh and his servants, and have put a sword in their hand to kill us.”",Habugra bai bini tẃiphangrokni thani chwngno naisler rwna bagwi Subraiyung nono majra rw thung. Chwngno butharna bagwi bórokni yago seng se yapharwi rw si-o.”
"Then Moses turned again to the Lord and said, “O Lord, why hast thou done evil to this people? Why didst thou ever send me?","Musi Subraiyungni thani uphilwi hai hwnwi sa phi kha, “O Subraiyung nwng tamo bororokni hamya khlai lang? Nwng tamo wngwi ano rwi rohor?"
"For since I came to Pharaoh to speak in thy name, he has done evil to this people, and thou hast not delivered thy people at all.”",Nini mungwi ang Pharaoni thani sana phai phuruni simi bo o bororokni hamya khlai kha tei nwng nini bororokno phi se phiyók ya.”
"But the Lord said to Moses, “Now you shall see what I will do to Pharaoh; for with a strong hand he will send them out, yea, with a strong hand he will drive them out of his land.”","Hakhe Subraiyung Musino hai hwnwi sa kha, “Tabuk ang Pharaono tamo ma khlai nwng nuknai; bo bini phankrak yak bai khe bórokno bini hani tikhlaiwi rohornai.”"
"And God said to Moses, “I am the Lord.","Kaitor Musino hai hwnwi sa kha, “Ang se Subraiyung."
"I appeared to Abraham, to Isaac, and to Jacob, as God Almighty, but by my name the Lord I did not make myself known to them.","Ang Abraham bai nukjak kha, Isak tei Jakobni thani Kwplaisa Kaitor wngwi nukjak kha, tamo khe ang bórokni thani Subraiyung kwtharno bórokno saui man rw li ya."
"I also established my covenant with them, to give them the land of Canaan, the land in which they dwelt as sojourners.",Ang Kanan hano bórokno rwna hwnwi swmai tangjak. Bórok a ha-o buini borok wngwi se tong lai-o.
Moreover I have heard the groaning of the people of Israel whom the Egyptians hold in bondage and I have remembered my covenant.,"Aboni bere ang Israil bororokni kengai laimano khna kha, Ijipsong bórokno seleng snamwi khaui ton kha tei ang ani swmainobo muitu wng kha."
"Say therefore to the people of Israel, ‘I am the Lord, and I will bring you out from under the burdens of the Egyptians, and I will deliver you from their bondage, and I will redeem you with an outstretched arm and with great acts of judgment,","Abo bai’-no Israilrokno hai hwnwi sa di, ‘Ang Subraiyung, norokno Ijiprokni yago seleng wngwi tongmani yakni phiyóknai tei yak kwrak bai khe norokno khengwi rwnai tei bórokno kwrak khe yagul sunai."
"and I will take you for my people, and I will be your God; and you shall know that I am the Lord your God, who has brought you out from under the burdens of the Egyptians.","Ang norokno ani borok snamnai tei ang norokni Kaitor wngwi Ijipni yago seleng wngwi tongmani yakni phiyóknai, ang norokni Subraiyung Kaitor hwnwi norok sininai."
"And I will bring you into the land which I swore to give to Abraham, to Isaac, and to Jacob; I will give it to you for a possession. I am the Lord.’ ”","Ang Abrahamno, Isakno tei Jakobno rwna hwnmani ha-o tubunai. Ang a hano norokni’-no khlainai. Ang’-no Subraiyung.’ ”"
"Moses spoke thus to the people of Israel; but they did not listen to Moses, because of their broken spirit and their cruel bondage.",Musi o kókrokno Israil bororokno sa kha; hai phano bórok Musini kókno khunju kan li ya. Bórokni bwkha báimani bai tei belai khe khairokmasingcha khe sekhrupjakma bai se abo hai wngo.
"And the Lord said to Moses,","Subraiyung Musino hai hwnwi sa kha, “Ijipni bugra Pharaono thángwi saui di,"
"“Go in, tell Pharaoh king of Egypt to let the people of Israel go out of his land.”",Israilni bororokno nini hani rwi rohor di.”
"But Moses said to the Lord, “Behold, the people of Israel have not listened to me; how then shall Pharaoh listen to me, who am a man of uncircumcised lips?”","Tamo khe Musi Subraiyungno hai hwnwi sa kha, “Nai di, Israil bororok se ani kókno khna gra ya, bahai khe Pharao ang tẃi khoteni kókno khnanai?”"
"But the Lord spoke to Moses and Aaron, and gave them a charge to the people of Israel and to Pharaoh king of Egypt to bring the people of Israel out of the land of Egypt.","Subraiyung Musi bai Aronno hai hwnwi dagiui sa kha, “Israil bai Ijipni habugrano sa di, Israilrokno ha Ijipni tikhlai tubu di hwnwi ang sa-o.”
Musi bai Aronni núkhungni bororok"
"These are the heads of their fathers' houses: the sons of Reuben, the first-born of Israel: Hanoch, Pallu, Hezron, and Carmi; these are the families of Reuben.","Omorokno wng kha bórokni bokhorokrokni mungrok; Israilni bwsa Rubenni bwsarok wng kha, Hanok, Palu, Hesron tei Karmi. Omorokno Rubenni nokni bororok."
"The sons of Simeon: Jemuel, Jamin, Ohad, Jachin, Zohar, and Shaul, the son of a Canaanite woman; these are the families of Simeon.","Simionni bwsarok khe Jemuel, Jakimni, Ohad, Jakhin, Johar tei Sahul, Kananjwkni bwsarok; Omorokno Simionni bororok."
"These are the names of the sons of Levi according to their generations: Gershon, Kohath, and Merari, the years of the life of Levi being a hundred and thirty-seven years.","Omorok wng kha, bosong mareui Lebini bwsarokni mungrok; Gersom, Kohat tei Merari, Lebi kwthang tong langma umor wng kha, bisi sarathamchisni;"
"The sons of Gershon: Libni and Shime-i, by their families.",Gersomni bwsarok bórokni núkhungno rwgwi Libni tei Simei.
"The sons of Kohath: Amram, Izhar, Hebron, and Uzziel, the years of the life of Kohath being a hundred and thirty-three years.","Kohatni bwsarok; Amram, Ijar, Hebron tei Ujiel, Kohat thangwi tong langmani umor bisik sarathamchitham."
The sons of Merari: Mahli and Mushi. These are the families of the Levites according to their generations.,Merarini bwsarok; Mahali tei Musi. Bosong rwgwi omorokno Lebini núkhungni bororok.
"Amram took to wife Jochebed his father's sister and she bore him Aaron and Moses, the years of the life of Amram being one hundred and thirty-seven years.","Amram buphani bukhuk Jokebedno káijak kha hakhe bo Musi bai Aronno bá kha, Amram nokha bisik sara tei thamchisni thangwi tong lang kha."
"The sons of Izhar: Korah, Nepheg, and Zichri.","Ijarni bwsarok khe, Kora, Nepheg tei Jikhri."
"And the sons of Uzziel: Misha-el, Elzaphan, and Sithri.","Ujielni bwsarok khe; Misael, Eljaphan tei Sithri."
"Aaron took to wife Elisheba, the daughter of Amminadab and the sister of Nahshon; and she bore him Nadab, Abihu, Eleazar, and Ithamar.","Aron Eliseba bai káijago, Eliseba wng kha Aminadabni bwsajwk tei Nasonni bukhuk. Bo Nadab Abihu, Eliasar tei Ithamarno bá kha."
"The sons of Korah: Assir, Elkanah, and Abiasaph; these are the families of the Korahites.","Korani bwsarok khe Asir, Elkana tei Abiasap; Omorokno Korani núkhungni bororok."
"Eleazar, Aaron's son, took to wife one of the daughters of Puti-el; and she bore him Phinehas. These are the heads of the fathers' houses of the Levites by their families.",Aronni bwsla Eliasar Putielni bwsajwkno káijak kha. Bo Phinehasno bá kha. Omorokno Lebini bosong núkhungni
These are the Aaron and Moses to whom the Lord said: “Bring out the people of Israel from the land of Egypt by their hosts.”,Aron bai Musino’-no Subraiyung hai hwnwi sa-o; “Israil bororokno ha Ijipni tikhlai tubu-ui phai di.”
"It was they who spoke to Pharaoh king of Egypt about bringing out the people of Israel from Egypt, this Moses and this Aaron.","Bórokno Ijipni habugra Pharaono Israilni bororokno Ijip hani tikhlaina kókno sa-o, o Musi bai Aron’-no a sanairok."
"On the day when the Lord spoke to Moses in the land of Egypt,",Subraiyung Ijip ha-o Musino kók sa phuru
"the Lord said to Moses, “I am the Lord; tell Pharaoh king of Egypt all that I say to you.”","Subraiyung Musino hai hwnwi sa kha, “Ang se Subraiyung; Ijipni habugra Pharaono ang nono samarokno saui di.”"
"But Moses said to the Lord, “Behold, I am of uncircumcised lips; how then shall Pharaoh listen to me?”","Tamo khe Musi Subraiyungno hai hwnwi sa kha, “Nwng saui mano ang kók rwng tha ya bahai khe habugra ani kókrokno khunju kainai?”"
"And the Lord said to Moses, “See, I make you as God to Pharaoh; and Aaron your brother shall be your prophet.","Hakhe Subraiyung Musino hai hwnwi sa kha, “Nai di, ang nono Pharaoni thani Kaitor hai snamnai. Nini takhuk Aron khe nini diyari wngnai."
You shall speak all that I command you; and Aaron your brother shall tell Pharaoh to let the people of Israel go out of his land.,Ang dagima hai khe nwng kók sa di. Nini takhuk Aron khe Israil bororokno yakarwi rohor di hwnwi Pharaono sanai.
"But I will harden Pharaoh's heart, and though I multiply my signs and wonders in the land of Egypt,","Ang Pharaoni bwkhano rak rwnai, ha Ijibo kwbángma marirok kwmamsingcha samungrok phunuk phano Pharao nini kókno khna glak."
"Pharaoh will not listen to you; then I will lay my hand upon Egypt and bring forth my hosts, my people the sons of Israel, out of the land of Egypt by great acts of judgment.",Hakhe ang Ijipni saka-o ani yak beranai tei ani bororokno Ijipni tikhlai tubunai.
"And the Egyptians shall know that I am the Lord, when I stretch forth my hand upon Egypt and bring out the people of Israel from among them.”","Ang Ijipsarokni saka-o yak rw phuru tei bórokni bisingni Israilrokno tikhlai tubu phuru khe, ang’-no Subraiyung hwnwi Ijipsarok saui man anw.”"
And Moses and Aaron did so; they did as the Lord commanded them.,Musi bai Aronbo abo haino khlai kha; bórok Subraiyung bó rokno dagima tẃi khlai lai kha.
"Now Moses was eighty years old, and Aaron eighty-three years old, when they spoke to Pharaoh.",Pharaoni thani kók sa phuru Musini umor bisi charchi wng kha tei Aron khe bisi charchitham wng kha.
"And the Lord said to Moses and Aaron,","Subraiyung Musi bai Aronno hai hwnwi sa kha,"
"“When Pharaoh says to you, ‘Prove yourselves by working a miracle,’ then you shall say to Aaron, ‘Take your rod and cast it down before Pharaoh, that it may become a serpent.’ ”","“Norok kwmamsingcha samung tangwi sóino hwnwi phunuk di, hwnwi Pharao norokno sa phuru khe, hakhe nwng Aronno, ‘Nini raidang naui chibuk kha rwna bagwi ha-o khiklai rw di’ hwnwi sa di.’ ”"
"So Moses and Aaron went to Pharaoh and did as the Lord commanded; Aaron cast down his rod before Pharaoh and his servants, and it became a serpent.",Hakhe Musi bai Aron Pharaoni thani thángwi Subraiyung sama tẃi’-no khlai kha; Aron bini raidangno Pharao bai bini bororokni bwskango ha-o khiklai rw kha tei abo chibuk khaui tháng kha.
